-292.9258|28.87013|205.2853
-292.9258|28.87013|205.2853
-292.8879|28.87034|205.2874
-292.1933|28.87601|205.4258
-290.9625|28.88046|205.8725
-289.7921|28.8627|207.088
-287.7912|28.84532|208.6993
-286.3063|28.91803|209.621
-284.4937|28.85458|210.6891
-283.213|28.71845|211.3879
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-283.0011|28.70007|211.4847
-282.8384|28.67056|211.3356
-282.4135|28.56252|210.3462
-282.5564|28.27277|208.1223
-282.0164|27.88384|205.7949
-280.5566|29.42955|202.879
-279.0143|31.10541|200.0074
-276.0263|32.91146|198.5226
-272.8161|34.84772|197.2902
-269.8977|36.44594|196.1699
-267.2421|37.83861|194.1826
-264.6082|38.77245|191.9597
-261.9744|39.23148|189.7367
-259.58|39.23677|187.7158
-256.9461|38.78936|185.4929
-254.3122|37.86715|183.2699
-251.6782|36.47013|181.0469
-249.2836|34.7881|179.0261
-246.6496|32.48464|176.8031
-244.0156|29.70637|174.5801
-241.9863|28.89641|173.7523
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.5846|28.95502|173.691
-241.3847|29.01248|173.3934
-240.0843|29.29558|172.1147
-237.6724|29.16696|170.5288
-234.5316|29.14087|168.8386
-231.3489|29.02962|167.2616
-228.1737|28.79756|165.7918
-225.2796|28.68603|164.4576
-222.2275|28.75043|163.0215
-220.1298|29.89194|161.9428
-217.7498|31.40469|160.6062
-214.8212|32.72584|158.9494
-212.0845|33.5155|157.4014
-208.99|33.93131|155.6517
-205.975|33.87246|153.9465
-202.96|33.33881|152.2414
-200.219|32.44164|150.6912
-197.204|31.00154|148.9861
-194.189|29.08664|147.2809
-191.4391|27.95153|145.6977
-189.2064|27.91413|144.0843
-186.8331|28.17502|141.9633
-184.2614|29.83935|139.6229
-181.6896|31.63388|137.2824
-179.3517|33.37825|135.1547
-176.7799|35.19633|132.8143
-174.2082|36.54461|130.4738
-171.8702|37.3583|128.3461
-169.3281|37.79827|125.9046
