-292.9258|28.87013|205.2853
-290.8929|28.87842|205.9801
-287.6345|31.05895|208.0681
-284.0461|30.86792|210.3684
-280.5024|28.4805|212.5979
-276.5961|28.09047|213.6269
-271.2082|27.76177|214.3388
-264.2937|29.10729|216.5407
-256.4526|30.38141|219.12
-248.5211|29.00408|221.7819
-241.5426|27.28608|224.4605
-235.5585|29.34076|229.5974
-229.4451|29.47773|234.6839
-223.1404|27.53378|239.7843
-216.6049|26.22635|239.3221
-218.5405|26.20802|238.2477
-216.8745|26.40624|234.1755
-211.521|26.68222|229.4593
-206.7778|27.87906|224.2654
-205.0977|27.86767|222.5229
-205.0977|27.86767|222.5229
-205.0977|27.86767|222.5229
-205.0977|27.86767|222.5229
-204.8658|28.03938|223.7652
-208.2957|27.60257|227.0692
-210.2773|28.42951|234.474
-212.2538|29.35174|242.3139
-214.3105|27.71016|250.3751
-214.51|27.34113|257.7647
-213.2943|29.04158|265.3342
-211.9629|28.20517|273.5183
-210.2692|27.24203|280.8699
-208.1492|29.40239|288.4152
-205.9184|29.04628|296.3839
-204.7835|27.31663|303.5303
-210.1552|28.40823|305.628
-216.5139|29.62322|306.8931
-222.8297|30.50791|306.8903
-226.9875|30.7868|306.3069
-223.2143|31.24012|305.942
-215.7305|29.68094|304.418
-208.8688|27.88332|301.8413
-202.9134|27.06294|297.5699
-197.5755|26.03613|292.6923
-191.6545|25.98799|288.0045
-189.0715|28.11089|285.3271
-188.609|28.74429|285.1558
-189.6982|27.07679|285.686
-193.5562|26.15979|286.336
-192.3893|26.38056|281.0616
-186.7994|27.75133|276.2422
-179.9642|28.77273|271.498
-173.7514|28.44906|267.1784
-169.7523|30.66543|260.227
-165.6417|30.48196|252.9124
-162.6101|28.87192|246.0543
-160.886|28.19358|238.6955
-156.129|30.21951|232.4055
-151.0927|29.72395|225.7718
-143.4726|30.00632|224.0609
-136.3866|29.28037|222.4404
-130.3409|28.78846|219.1927
-125.9987|28.72747|217.8897
-124.0112|29.45894|217.4048
-121.0637|31.08966|216.6786
-118.2523|31.06096|216.3169
-116.1752|32.74301|217.4422
-114.4564|33.36827|218.3759
-114.0205|32.56168|218.8781
-113.439|34.63534|219.6363
-111.2341|34.78089|222.9454
-110.938|34.75694|225.6619
-112.5884|34.74318|224.228
-118.4662|36.71154|219.4145
-124.5674|36.76051|213.4609
-127.5304|34.09537|206.0576
-127.9869|29.94439|198.79
-123.0207|28.92283|195.1179
-116.0304|30.66666|192.2762
-109.0334|32.11489|188.4694
-101.7299|31.01833|184.3659
-98.38431|30.66635|177.6517
-95.51579|32.10865|171.5817
-90.84155|33.45663|164.7822
-85.38948|32.14627|159.7581
-80.05263|29.86075|159.5253
-77.6308|29.16035|158.4351
-82.36739|30.01274|160.1649
-90.08603|31.41935|162.0961
-94.14865|33.29618|166.6483
-97.54277|33.18428|173.9908
-101.026|30.4663|181.5183
-106.2857|31.17269|187.3659
-112.3267|31.79512|192.4222
-120.1607|31.68328|194.1768
-126.9524|30.29528|196.6741
-129.4985|29.55962|201.8302
-134.1365|29.76208|207.8411
-135.5943|31.02519|215.9611
-137.8878|29.63348|224.185
-142.1336|30.68704|230.4396
-147.4205|31.17824|236.8477
-152.9307|31.49334|239.4911
-158.9612|29.97096|242.2935
-165.5435|27.62794|246.2198
-169.0535|28.57174|253.0498
-172.1978|29.86971|260.4384
-172.2508|30.44043|267.7405
-173.0387|28.85276|275.484
-179.7068|29.91816|276.2814
-188.0078|30.65786|275.6779
-195.9386|28.86655|274.9547
-202.4381|28.05624|272.5533
-207.5376|29.83026|266.0594
-212.4371|29.03485|259.8315
-216.4938|27.4784|253.5086
-218.3169|29.51975|245.4812
-220.1375|28.97973|237.71
-222.6076|26.40858|229.8953
-228.0415|26.47215|226.9889
-229.5904|26.48192|220.3728
-228.6322|28.68552|212.2472
-228.0155|28.50914|203.8395
-226.4383|27.02557|196.6322
-224.3173|28.82277|189.1408
-222.1861|29.34705|181.0054
-220.1488|27.87656|173.6633
-216.0837|30.40191|167.1751
-210.5238|33.06243|161.8217
-204.5551|33.32413|156.2841
-203.6484|31.23986|153.3903
-205.2457|28.262|154.6407
-199.2673|28.8474|152.8998
-192.7752|30.48264|148.195
-186.09|29.46008|143.3948
-179.8072|28.02622|139.052
-173.4046|29.91788|135.0197
-166.275|30.35317|130.5449
-159.6578|28.27515|126.4017
-153.0992|29.47248|122.1491
-146.3874|30.54556|117.7552
-139.5457|29.06284|113.2784
-133.0858|28.31753|109.7567
-126.5587|28.45238|106.8394
-121.2832|28.34598|102.5345
-115.529|30.16168|97.21548
-109.5699|30.39895|91.456
-104.299|28.75891|86.03479
-100.6826|30.5923|79.01722
-96.94745|30.98344|71.67002
-93.39305|28.85938|64.68613
-89.74484|30.67897|57.37621
-86.06262|30.08175|49.98724
-82.3045|31.66307|43.14764
-78.15356|31.82946|35.85747
-73.36557|31.35936|29.72641
-66.61166|33.25257|25.60098
-59.51843|32.61753|21.14357
-52.96231|31.50701|16.84047
-46.60538|33.16142|11.61061
-40.51529|32.15168|5.607193
-34.84299|28.67485|-0.4416199
-31.79242|27.38887|-6.238754
-30.2926|29.21477|-14.35635
-26.84631|30.58561|-19.55092
-20.24777|31.58832|-24.62593
-13.77765|29.94132|-29.61018
-8.044434|31.92279|-34.51192
-2.045349|32.25008|-39.83495
2.677704|32.55017|-45.81355
6.561157|34.11045|-53.13069
10.54102|33.10627|-60.13866
15.07019|31.96095|-66.04652
20.6312|33.74306|-71.66154
26.39053|34.19241|-77.35301
32.33487|32.06046|-83.16331
37.52203|33.40911|-88.94255
42.99005|34.41189|-95.18642
48.17535|32.8768|-101.1089
53.61926|33.67191|-107.1564
59.8157|33.6255|-112.9204
65.4903|32.56544|-118.1267
72.00449|34.05338|-123.2845
78.43732|32.89076|-128.366
83.26392|32.80414|-133.4948
87.07047|35.53666|-140.5143
91.24973|35.60858|-147.7366
97.73398|33.17686|-152.4797
100.5381|29.18224|-158.6593
103.1821|28.17288|-160.4114
103.1821|28.17288|-160.4114
103.1821|28.17288|-160.4114
103.1821|28.17288|-160.4114
103.1821|28.17288|-160.4114
103.1821|28.17288|-160.4114
104.0182|28.49512|-160.29
104.1305|28.73024|-158.3942
104.1305|28.73024|-158.3942
104.1305|28.73024|-158.3942
