-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.3121,19.41105,131.0015
-198.3864,19.32245,131.1659
-197.216,19.08808,131.3974
-195.78,18.96163,131.6463
-194.428,18.85624,131.9314
-192.9952,18.77062,132.4768
-191.6742,18.73387,133.2538
-190.4027,18.71251,134.0927
-189.6258,18.79427,135.222
-188.7944,18.88328,136.4664
-187.9263,18.91116,137.6896
-186.9766,18.9229,138.8572
-186.0426,18.91565,139.8638
-185.2492,18.96472,141.1355
-184.3761,18.99114,142.3442
-183.3081,18.93681,143.4396
-182.4974,18.87044,144.5834
-181.6666,18.9592,145.8645
-180.3719,19.10303,146.0748
-178.8929,19.13017,146.2549
-177.4468,19.19896,146.7291
-176.0461,19.19573,146.6029
-174.4918,19.20106,146.55
-172.7824,20.38881,146.6697
-171.2149,21.18282,146.7932
-169.4761,21.60278,146.9351
-167.6711,21.54687,147.105
-165.8661,21.01616,147.2749
-164.2251,20.12167,147.4293
-162.42,18.68451,147.5991
-160.7782,18.15526,147.6402
-159.303,17.95792,147.8333
-157.9811,17.95941,147.0949
-156.9029,17.96618,146.1676
-156.2417,17.98494,144.7408
-155.6205,17.9787,143.2884
-155.5053,18.14109,141.8036
-155.6417,18.48732,140.5912
-155.7719,19.43781,139.2136
-155.8963,20.50371,137.7445
-156.0161,21.09158,136.0679
-156.1279,21.20326,134.2718
-156.2296,20.89276,132.6389
-156.3413,20.09799,130.8428
-156.3996,19.11539,129.0852
-156.0648,19.08123,127.5638
-155.4942,18.99629,126.2845
-154.7705,18.88358,124.9232
-154.0314,18.80367,123.5658
-153.1854,18.72437,122.2667
-152.2252,18.65553,121.0438
-151.3607,18.64718,119.9454
-150.9635,18.74819,118.5084
-151.3161,18.86043,117.076
-152.4079,18.96653,116.1048
-152.9087,19.01019,115.812
-152.9287,19.01186,115.7976
-152.9287,19.01186,115.7976
-152.9287,19.40832,115.7976
-152.9287,20.47478,115.7976
-152.9287,21.19466,115.7976
-152.9287,21.43974,115.7976
-152.9287,21.25052,115.7976
-152.9287,20.58916,115.7976
-152.9287,19.45299,115.7976
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
-152.9003,19.00814,115.7901
