-199.4256,19.50319,130.985
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.43413,130.9816
-199.4164,19.70236,130.9816
-199.4164,20.89705,130.9816
-199.4164,21.61693,130.9816
-199.1928,21.86494,130.9871
-198.1944,21.6886,131.0107
-196.4607,21.04538,131.0378
-194.703,19.92729,131.0643
-193.1211,18.51488,131.0882
-191.582,18.42305,131.3033
-190.2258,18.37367,132.0252
-189.4185,18.43134,133.0213
-188.9828,18.58333,134.3447
-188.7015,18.76557,135.7463
-188.243,18.8543,136.9008
-187.5084,18.67534,136.3856
-187.7616,18.47988,134.6236
-188.4283,18.2916,132.874
-188.4331,18.11467,131.4907
-187.9433,18.74254,130.2747
-187.1853,19.86696,128.977
-185.9651,20.50915,127.9197
-184.4648,20.67165,126.9725
-183.0734,20.40685,126.1205
-181.5358,19.66225,125.1871
-180.3235,19.69548,125.504
-179.2371,19.52532,127.0201
-178.3167,19.31729,128.6763
-178.0806,19.2834,128.9879
-178.0806,19.2834,128.9879
-178.0806,19.2834,128.9879
-178.0806,20.46758,128.9879
-178.0593,21.25878,128.9771
-177.4344,21.65965,128.6601
-176.1418,21.5925,128.0045
-174.5011,21.05952,127.1728
-172.8604,20.05173,126.341
-171.4082,19.63235,125.6
-170.1248,19.60116,124.982
-168.687,19.5671,124.3213
-167.1902,19.53622,123.7956
-165.6601,19.51852,123.38
-164.3763,19.28226,122.7873
-163.0132,19.92428,122.1147
-161.4528,20.9207,121.3384
-159.8923,21.44231,120.562
-158.2696,21.48441,119.7548
-156.7819,21.1097,119.0147
-155.1454,20.2443,118.2007
-153.6576,19.04555,117.4606
-152.1357,18.94214,116.7417
-150.7002,18.85034,116.0058
-149.2728,20.03916,115.2796
-147.7026,20.89364,114.4808
-146.1324,21.27332,113.682
-144.7049,21.20647,112.9559
